epoch,duration_loss,loss,pitch_loss,val_duration_loss,val_loss,val_pitch_loss
0,0.642005443572998,4.746257781982422,4.104258060455322,0.6418022513389587,5.004355430603027,4.362551689147949
1,0.47956711053848267,4.199349403381348,3.719782590866089,0.6103609204292297,4.833372592926025,4.223010540008545
2,0.42618945240974426,4.013354301452637,3.5871620178222656,0.5556762218475342,4.757227420806885,4.201551914215088
3,0.3862112760543823,3.898711681365967,3.512500762939453,0.550935685634613,4.846860408782959,4.295922756195068
4,0.35273978114128113,3.811904191970825,3.4591588973999023,0.5669190287590027,4.869025230407715,4.302104473114014
5,0.31349632143974304,3.791438341140747,3.4779419898986816,0.5486133694648743,5.132512092590332,4.58389949798584
6,0.2752814292907715,3.849404811859131,3.574124813079834,0.5343470573425293,5.294614315032959,4.760268211364746
7,0.2447616010904312,3.8305928707122803,3.585832118988037,0.556407630443573,5.4351806640625,4.878773212432861
8,0.2180272936820984,3.7792437076568604,3.561215877532959,0.5749018788337708,5.614955425262451,5.040051460266113
9,0.19154603779315948,3.6966943740844727,3.5051441192626953,0.6344941854476929,5.7948899269104,5.160391807556152
10,0.17024926841259003,3.5871126651763916,3.4168643951416016,0.6401575207710266,5.824120044708252,5.183966159820557
11,0.1526343673467636,3.4635748863220215,3.310943365097046,0.6950942277908325,5.962116241455078,5.267025470733643
12,0.1358882039785385,3.346240282058716,3.210350275039673,0.7019191384315491,6.009368419647217,5.30744743347168
13,0.12021706253290176,3.2144601345062256,3.0942447185516357,0.7305310964584351,6.105871677398682,5.375339031219482
14,0.11126427352428436,3.081285238265991,2.970019578933716,0.7629672884941101,6.221083164215088,5.458118438720703
15,0.09960389882326126,2.9529786109924316,2.8533761501312256,0.8240330815315247,6.393481731414795,5.569446086883545
16,0.09223883599042892,2.8240392208099365,2.7318003177642822,0.8385751843452454,6.430764675140381,5.592193126678467
17,0.08629130572080612,2.704104423522949,2.6178138256073,0.8554548621177673,6.525809288024902,5.670351505279541
18,0.08025426417589188,2.605576992034912,2.5253236293792725,0.898231565952301,6.685724258422852,5.787490367889404
19,0.07635092735290527,2.5181050300598145,2.4417564868927,0.8899401426315308,6.724209785461426,5.8342719078063965
20,0.07235290855169296,2.4351186752319336,2.3627679347991943,0.9095957279205322,6.851845741271973,5.942248821258545
21,0.06906651705503464,2.3717548847198486,2.3026859760284424,0.9396239519119263,6.9090166091918945,5.969391345977783
22,0.0670180395245552,2.3054094314575195,2.2383925914764404,0.9648138880729675,7.002882480621338,6.03806209564209
23,0.06366973370313644,2.235051393508911,2.171381950378418,0.9947394132614136,7.1042561531066895,6.109511375427246
24,0.06125300005078316,2.1951491832733154,2.1338932514190674,0.9937894344329834,7.1500701904296875,6.156286239624023
25,0.06138916313648224,2.154766798019409,2.0933756828308105,0.9998586773872375,7.192790508270264,6.192930698394775
26,0.056895311921834946,2.1109392642974854,2.0540452003479004,1.02586829662323,7.227369785308838,6.201501846313477
27,0.055135328322649,2.071195602416992,2.016061782836914,1.0113178491592407,7.36079740524292,6.349481582641602
28,0.053260236978530884,2.029982805252075,1.9767225980758667,1.0395879745483398,7.413663864135742,6.374078273773193
29,0.051095135509967804,1.9970189332962036,1.9459245204925537,1.0599817037582397,7.527907371520996,6.467926979064941
30,0.051680080592632294,1.973734974861145,1.9220534563064575,1.075273871421814,7.5203704833984375,6.445093154907227
31,0.050305817276239395,1.95266592502594,1.9023603200912476,1.0896415710449219,7.542731285095215,6.453086853027344
32,0.04920775443315506,1.9227862358093262,1.873579978942871,1.0982766151428223,7.6417155265808105,6.543433666229248
33,0.0477834977209568,1.9074677228927612,1.859681248664856,1.0823349952697754,7.622755527496338,6.540416240692139
34,0.04880428686738014,1.9033623933792114,1.8545596599578857,1.0826507806777954,7.629746437072754,6.547088623046875
35,0.0465705469250679,1.888743281364441,1.8421722650527954,1.1036121845245361,7.749816417694092,6.646202087402344
36,0.048417434096336365,1.8666973114013672,1.8182790279388428,1.1384594440460205,7.807316780090332,6.668851852416992
37,0.046324267983436584,1.8660093545913696,1.8196842670440674,1.1225084066390991,7.86964225769043,6.747129917144775
38,0.045555707067251205,1.8454737663269043,1.7999184131622314,1.166925072669983,7.920088768005371,6.753166675567627
39,0.04438217356801033,1.8405852317810059,1.7962027788162231,1.1600258350372314,7.985324382781982,6.825306415557861
40,0.044935885816812515,1.8227729797363281,1.7778401374816895,1.1356866359710693,8.070901870727539,6.935218334197998
41,0.044085413217544556,1.8199855089187622,1.775898814201355,1.1691433191299438,8.096117973327637,6.926973342895508
42,0.044963397085666656,1.8158936500549316,1.7709296941757202,1.205087423324585,8.089632034301758,6.8845367431640625
43,0.044449299573898315,1.8150839805603027,1.7706354856491089,1.1744186878204346,8.071678161621094,6.897255897521973
44,0.043227218091487885,1.792055606842041,1.7488272190093994,1.154101014137268,8.181048393249512,7.026953220367432
45,0.04483731836080551,1.7737407684326172,1.7289031744003296,1.166764259338379,8.211016654968262,7.044254302978516
46,0.04759712889790535,1.778927206993103,1.7313307523727417,1.1731455326080322,8.224678993225098,7.051529407501221
47,0.04723893105983734,1.7827417850494385,1.7355034351348877,1.215829610824585,8.265962600708008,7.050131797790527
48,0.045749545097351074,1.775773286819458,1.7300243377685547,1.2219130992889404,8.257087707519531,7.0351738929748535
49,0.04567379876971245,1.7648934125900269,1.7192211151123047,1.2206807136535645,8.252508163452148,7.031824588775635
50,0.045949023216962814,1.7596300840377808,1.7136813402175903,1.2172040939331055,8.365058898925781,7.147853374481201
51,0.047460827976465225,1.7600021362304688,1.7125425338745117,1.2271291017532349,8.407733917236328,7.180603981018066
52,0.04561558738350868,1.746466875076294,1.7008509635925293,1.230760097503662,8.386940956115723,7.156179904937744
53,0.04476922005414963,1.7507845163345337,1.7060139179229736,1.2601290941238403,8.369415283203125,7.109285831451416
54,0.04785776510834694,1.760562539100647,1.7127039432525635,1.231354832649231,8.38833236694336,7.156980514526367
55,0.04872531071305275,1.762284278869629,1.7135604619979858,1.207216501235962,8.349875450134277,7.142660617828369
56,0.045814063400030136,1.7447155714035034,1.6989028453826904,1.2574269771575928,8.392711639404297,7.135291576385498
57,0.04584455490112305,1.740082859992981,1.694236397743225,1.2718702554702759,8.478255271911621,7.2063798904418945
58,0.045545995235443115,1.7377640008926392,1.6922184228897095,1.2549622058868408,8.486319541931152,7.231351852416992
59,0.04726250097155571,1.7416133880615234,1.6943504810333252,1.2595090866088867,8.563541412353516,7.3040313720703125
60,0.0461081936955452,1.7274521589279175,1.6813451051712036,1.2757073640823364,8.584097862243652,7.308391094207764
61,0.046930622309446335,1.733672022819519,1.686740517616272,1.3121411800384521,8.629783630371094,7.317642688751221
62,0.049829620867967606,1.7223305702209473,1.6725010871887207,1.285256028175354,8.603821754455566,7.318562984466553
63,0.049443408846855164,1.7233688831329346,1.6739258766174316,1.2713154554367065,8.6193265914917,7.348008632659912
64,0.04677055776119232,1.7090983390808105,1.662326693534851,1.2919244766235352,8.666427612304688,7.374507904052734
65,0.048880480229854584,1.712743878364563,1.6638619899749756,1.2544517517089844,8.580953598022461,7.326506614685059
66,0.0490187369287014,1.7072890996932983,1.6582716703414917,1.224907398223877,8.696624755859375,7.471719264984131
67,0.04939040169119835,1.7012450695037842,1.6518568992614746,1.2358291149139404,8.610891342163086,7.375061511993408
68,0.05132303014397621,1.6982616186141968,1.6469405889511108,1.289232850074768,8.830801963806152,7.541562080383301
69,0.049158427864313126,1.6885590553283691,1.639399528503418,1.271767497062683,8.867443084716797,7.595675468444824
70,0.050548452883958817,1.6882879734039307,1.637740135192871,1.2892508506774902,8.850493431091309,7.561249732971191
71,0.05191521346569061,1.7024400234222412,1.6505273580551147,1.2777894735336304,8.837323188781738,7.559536933898926
72,0.05429724231362343,1.7159757614135742,1.661677360534668,1.263230562210083,8.765331268310547,7.502100467681885
73,0.05211479589343071,1.7011072635650635,1.6489940881729126,1.268322229385376,8.74630355834961,7.477984428405762
74,0.05197913944721222,1.7163559198379517,1.664376974105835,1.3062740564346313,8.831392288208008,7.525114059448242
75,0.05148180201649666,1.702441930770874,1.650958776473999,1.3303309679031372,8.819628715515137,7.489303112030029
76,0.05304526165127754,1.7028459310531616,1.649800181388855,1.3131012916564941,8.82026481628418,7.507159233093262
77,0.0566299669444561,1.7224900722503662,1.665859580039978,1.3370550870895386,8.981125831604004,7.644073963165283
78,0.05698183923959732,1.7250409126281738,1.6680608987808228,1.2629033327102661,8.84215259552002,7.579249858856201
